     3.994     -16.788107
     4.010     -16.739842
     4.026     -16.686245
     4.042     -16.627266
     4.058     -16.562851
     4.074     -16.492947
     4.090     -16.417503
     4.106     -16.336465
     4.122     -16.249781
     4.138     -16.157398
     4.154     -16.059265
     4.170     -15.955328
     4.186     -15.845534
     4.202     -15.729832
     4.218     -15.608168
     4.234     -15.480490
     4.250     -15.346746
     4.266     -15.206882
     4.282     -15.060847
     4.298     -14.908588
     4.314     -14.750052
     4.330     -14.585187
     4.346     -14.413939
     4.362     -14.236258
     4.378     -14.052089
     4.394     -13.861380
     4.410     -13.664080
     4.426     -13.460134
     4.442     -13.249492
     4.458     -13.032099
     4.474     -12.807905
     4.490     -12.576855
     4.506     -12.338897
     4.522     -12.093980
     4.538     -11.842050
     4.554     -11.583054
